Control_Group_Score,Experimental_Group_Score,User_Engagement
0.6564643655814006,0.6499362895042123,6
0.23802548959102554,0.6718866525841731,2
0.5821902504375224,0.4599913883383222,7
0.5087047068238171,0.5809998709391389,7
0.47009926495341325,0.4927658778972122,9
0.5091760776535502,0.5435457714401706,8
0.3012431085399107,0.7273489984701398,7
0.4780328112162488,0.7153422555792069,1
0.5357112571511746,0.6588810159028594,4
0.6477894044741517,0.4594765357907795,9
0.44817297817263524,0.618670220605428,6
0.4191506397106812,0.5424399803202047,1
0.44982429564154636,0.6991913207257315,7
0.5915402117702074,0.5436626040012166,7
0.5328751109659684,0.5171970257957383,4
0.4470239796232961,0.6360670513991565,7
0.5513267433113356,0.7213503950188966,8
0.509707754934804,0.7067937894927511,5
0.596864499053289,0.7299268099023118,2
0.4297946906122648,0.7308459022245977,9
0.4672337853402232,0.7632670707957577,4
0.4607891846867842,0.6180625240892623,10
0.35364850518678814,0.5555370611918556,1
0.5296120277064577,0.5174498387548767,10
0.526105527217989,0.7194690186424154,5
0.500511345664246,0.5827483915960592,2
0.4765412866624853,0.5090112558472659,9
0.35846292579495853,0.6522618468700141,8
0.4579354677234641,0.45526088177033663,10
0.465728548347323,0.49199337292532336,9
0.4197722730778381,0.6217322454404617,9
0.48387142883339906,0.6882026994835648,3
0.5404050856814538,0.5669073926733045,2
0.6886185901210531,0.5767493534568221,4
0.5174577812831839,0.6786642673705422,9
0.5257550390722764,0.6829034109534723,3
0.4925554084233833,0.39252323542853484,10
0.30812287847009584,0.7483130080960075,5
0.49734861245507833,0.5672898460107985,2
0.5060230209941027,0.5253449504123806,5
0.7463242112485287,0.5531606282455632,8
0.48076390352188775,0.4635361385133898,10
0.5301547342333612,0.8547140880197716,9
0.49652882302947565,0.46948062480533,8
0.3831321962380468,0.4501330256182865,10
0.6142822814515021,0.5738398863948854,2
0.5751933032686775,0.4620139128283216,3
0.5791031947043047,0.6122016916056121,10
0.4090612545205261,0.7641720197095918,4
0.64027943109361,0.6165209655856153,6
0.3598148937207719,0.633883183250723,4
0.558685709380027,0.5709042458217726,1
0.7190455625809978,0.4959004768843934,9
0.40094636748693113,0.5707694391870396,2
0.4433702270397228,0.705461240516085,10
0.5099651365087641,0.7357517191096102,4
0.44965243458838006,0.6041611163856818,6
0.34493365689338673,0.687749795200613,8
0.5068562974806027,0.522520701425045,7
0.3937696286273895,0.5384797305895339,2
0.5473592430635181,0.4399995418245072,2
0.4080575765766197,0.7109128434297445,2
0.6549934405017539,0.5424016736945743,1
0.42167467076637627,0.46720226519066277,2
0.46779384837943244,0.6501454397613075,6
0.581351721736967,0.7343362035389681,2
0.3769135683566045,0.5628831969017595,5
0.522745993460413,0.4228917989961023,10
0.6307142754282429,0.5676095432925703,6
0.3392516765438772,0.6239068480367862,5
0.5184633858532304,0.65953941843005,3
0.5259882794248424,0.6776753949797863,4
0.578182287177731,0.6075932630038687,7
0.3763049289121918,0.5741325830632231,1
0.36795433869157235,0.6685664468654038,8
0.5521941565616898,0.4676863095761208,10
0.5296984673233186,0.5031199761890521,5
0.5250492850345877,0.5272830476517244,7
0.5346448209496976,0.5558176471672438,8
0.4319975278421509,0.46170936110623,6
0.5232253697161003,0.6972153648525568,5
0.5293072473298681,0.47878743973184074,10
0.42856485819736323,0.3311623856799345,8
0.6865774511144757,0.698655029671486,6
0.5473832920911788,0.6515542085449054,5
0.38086965027973513,0.5939354896922359,10
0.565655360863383,0.6468349657112147,3
0.40253183297726786,0.6108635127856139,1
0.5787084603742452,0.7163616284796845,6
0.6158595579007404,0.5231621361147691,2
0.41793176816482897,0.7735112727466666,1
0.5963376129244322,0.6947637036438596,2
0.5412780926936498,0.539352452467307,2
0.582206015999449,0.523404324717361,10
0.6896792982653948,0.6146450651238232,3
0.47546118839971296,0.48763398527169677,5
0.42462638356425103,0.5794537515161035,10
0.4110485570374477,0.7345948090456236,7
0.4184189715034562,0.6182492898458108,7
0.4922898290585896,0.8094307432629636,10
0.5341151974816644,0.5230071801664518,4
0.5276690799330019,0.6452363717985121,2
0.5827183249036024,0.5467614538475838,6
0.5013001891877907,0.5792951118979167,2
0.6453534077157317,0.6500298701150323,9
0.4735343166762044,0.5266335960034259,8
0.7720169166589619,0.5137902497125992,4
0.5625667347765007,0.5534118080359737,1
0.41428424435837174,0.5461987836721396,7
0.39291075019388877,0.4990214641539945,10
0.5482472415243185,0.7444643627832825,7
0.4776537214674149,0.5696172590045396,8
0.5714000494092092,0.6830133975798585,1
0.5473237624573545,0.6758447835368376,1
0.49271710873431274,0.7024905844287344,5
0.4153206281931595,0.4664133348429489,7
0.34851527753141354,0.5650512027523071,3
0.4553485047932979,0.6686833332906821,8
0.5856398794323472,0.5384645963850561,5
0.5214093744130204,0.7487877279774776,10
0.3754261221288012,0.47718156710669146,7
0.5173180925851182,0.6820456347139756,2
0.5385317379728837,0.5553539204648099,4
0.4116142563798867,0.7050646465186146,4
0.5153725105945528,0.6269576274362917,10
0.5058208718446,0.5154550465513791,5
0.38570297021693767,0.6819913658114847,1
0.5357787360348283,0.4271665552370204,7
0.5560784526368234,0.5652122363271777,4
0.6083051243175277,0.5544219767666739,5
0.6053802052034903,0.6432233067676225,10
0.3622330632042909,0.3312406498048461,7
0.4062174960084877,0.6233228550759295,8
0.551503526720866,0.637271589074839,10
0.5513785950912209,0.5205731203533659,1
0.5515047686306048,0.5696122149585734,7
0.8852731490654722,0.6035107088640814,3
0.5570890510693167,0.6946216342257161,10
0.6135565640180599,0.3835075486142231,3
0.5954001763493202,0.5942733914267371,3
0.5651391251305798,0.6479756006358378,9
0.46847307553596546,0.6625527634915496,7
0.5758969220493267,0.5781428213193867,6
0.4227174785462428,0.6573736373171093,3
0.4763181393259991,0.5926432007554281,2
0.45146364521708965,0.7126829375097667,10
0.5081874139386322,0.5164849159737543,3
0.7314658566673509,0.5337174017927359,10
0.31327348074082517,0.6461553202703926,8
0.5686260190374514,0.6646319716888907,3
0.33872841288103483,0.6502304188979872,9
0.45280681342105666,0.5574315156609178,10
0.6088950596967366,0.5590030017649582,8
0.5064280019095463,0.5987887263759831,4
0.3922255222070694,0.48982382774461675,2
0.42846962907400316,0.5183429166516527,2
0.5679597748934676,0.7461419081929095,1
0.42696333682828636,0.5833572264802442,10
0.5216458589581975,0.5475907168663878,3
0.5045571839903814,0.5420616364645178,5
0.43483996523941826,0.6290847093293993,6
0.7143944089325326,0.8107976774234469,7
0.5633919022318011,0.7150304754390582,8
0.2974857413342393,0.4690195853785841,1
0.5186454314769428,0.7283193360096151,2
0.4338213535231612,0.5165956016812715,6
0.5852433334796224,0.5352141253444204,5
0.42074792615672996,0.5533548854236954,3
0.4885263558533101,0.48254926677401144,6
0.5504987278980458,0.7285817652281787,4
0.5865755194170121,0.5420197946445923,10
0.37997035929442236,0.3901761926439154,6
0.4665498764159052,0.5152722078687372,10
0.45250546888390436,0.6197523523162011,2
0.43466707674262883,0.4279821365873515,1
0.6765454240281097,0.6269774426866261,3
0.5404981710960955,0.5111662202139221,1
0.37391160456649547,0.711614902719448,4
0.5917861947054777,0.6455233044941273,6
0.7122156197012633,0.6080277251022576,6
0.6032465260551148,0.44509454647725555,1
0.3480630034045986,0.47103362387945913,8
0.45157659271337486,0.5421624730007323,6
0.6266911149186623,0.577120572137886,4
0.4292330534381219,0.752876326466896,10
0.5443819428146228,0.6296255960119018,4
0.5774634053429337,0.5616864103785619,5
0.4073069528421917,0.7475059351735699,1
0.49404746439381997,0.5909799235681302,5
0.17587326599309272,0.6434485401850388,4
0.397561235866571,0.7553701398684314,4
0.47474318486068395,0.6716573456406398,5
0.37522168180351506,0.6442432385059169,9
0.6632411303931636,0.6581238270284044,5
0.3569858622039367,0.5934727742368751,5
0.4559955513303016,0.6041591159339077,5
0.5130740577286091,0.4415485487173094,2
0.6441273289066116,0.5291195899500815,3
0.35641378488205605,0.5951448084134474,10
0.616316375215496,0.6463484626594522,3
0.5010233061019587,0.5565886229017215,7
0.4018491348952049,0.8389374849274942,4
0.5462103474263271,0.6786110184399815,8
0.519905969557347,0.6247050790900159,4
0.43997831228412054,0.45549167970690785,6
0.5069802084990019,0.594250711659167,8
0.46146864031382395,0.6510944958508427,4
0.5113517345251248,0.5906618173784917,9
0.5662130674521046,0.5866550310739883,6
0.6586016816145353,0.5842638663200794,4
0.3762184501173151,0.5296959759643605,1
0.7133033374656267,0.4749784965073795,5
0.30479122004774983,0.8184383567851844,5
0.4848214904964417,0.49971780539345984,8
0.5588317206484577,0.5532528646373027,5
0.5280991867735033,0.6253603885906339,2
0.43773004801794063,0.39440680479997403,5
0.47918777496427245,0.7553414943167357,2
0.45069990653411673,0.7169673007077697,6
0.4410635243055788,0.4496587826432472,2
0.5849602097021025,0.5676826511179476,2
0.5357015485965048,0.6956273513909542,3
0.43070904047393455,0.5977367344405117,2
0.589959987543325,0.6999634456691175,4
0.5307299520876609,0.7527283546950787,6
0.581286211883896,0.517069613813591,3
0.5629628841923612,0.6467301854714814,3
0.41710049890779277,0.47961778976213704,4
0.443981895980303,0.5535429804422112,4
0.5747293605123261,0.6069150013596194,7
0.5610370265433465,0.6146387438544744,6
0.4979098406035852,0.5150489428716686,2
0.5117327383308782,0.6596277712346894,9
0.6277664895788425,0.45316852933688023,2
0.440842861116417,0.5118832036369744,6
0.5547097381170037,0.7072295196068692,6
0.4797807347566106,0.5201235067712203,7
0.478231879677278,0.6271625188460158,8
0.609877685198719,0.7634682208785148,1
0.582541634898803,0.5981848185757004,1
0.5813509636000639,0.7343807969588647,8
0.6305478807154329,0.4645544750470205,10
0.502100384163276,0.541008628748848,5
0.5681952971294963,0.6221023582147996,8
0.4689733243406544,0.49685238657535796,2
0.5324166352488442,0.5537076423937646,5
0.48698569456323154,0.6144499358418759,5
0.5096995964992718,0.6167616783812631,5
0.5595157025436913,0.5686736457039789,4
0.41817793167665274,0.4168165053515577,1
0.709238727568546,0.5353283219538512,3
0.3993982618500298,0.45980527794024273,8
0.3785811387212268,0.5924524707376481,9
0.6158110873500068,0.5959357160827043,4
0.5791662693962936,0.5873263462409908,4
0.5624119817052156,0.5056681597483842,4
0.562834550926428,0.43267011513392395,8
0.49877532271530856,0.7428831276863446,8
0.41027456285141684,0.601941638509086,8
0.5075804558193726,0.5687064748242938,8
0.4322838288487888,0.5932730662484726,4
0.5975119733417751,0.4658734774258584,1
0.48529426184978613,0.7288330979802271,3
0.4174502803207488,0.5285138385663442,2
0.46786141583470064,0.5887066002726224,9
0.5412931454275625,0.6485830767111881,7
0.44362754471960253,0.6717386441171417,10
0.41777796044335685,0.5976342824928597,10
0.5243687211491912,0.4969140908048546,9
0.5244966571108722,0.6598547220202622,10
0.44930568246288705,0.6850030867654999,5
0.45289616943816774,0.7172737627457164,3
0.5232049937357637,0.6542820522958869,9
0.35519156585026757,0.8095262294201051,9
0.3592536225623445,0.6148831154875629,5
0.4281555778747564,0.6199726906722866,2
0.47865528482881525,0.7229460196812063,10
0.5310907565598004,0.7610972887756535,8
0.6475356216949553,0.7388590066762617,5
0.585765962320202,0.5919764531172337,4
0.4840061470036573,0.676338396488411,2
0.4980983792097311,0.7062773201674927,7
0.39974706353621914,0.6061566774329612,9
0.498148686400761,0.5151642220164837,6
0.47113413610798616,0.4996911451915787,1
0.532271856033809,0.6376837066312071,1
0.4172769056447677,0.6876569487512789,9
0.5519346514241172,0.5541845682760946,7
0.6532738913002578,0.5234729634775227,4
0.4891239851543142,0.5484481972581866,9
0.5401711722098942,0.6149907696497016,9
0.5690143991711113,0.6779340132915165,3
0.45987795281141636,0.6372831791568963,8
0.5224092481810417,0.6006601922199092,8
0.5012592400781795,0.7389875511087408,2
0.5097676098548831,0.8723184822141856,3
0.42269902161445333,0.6011827228418578,1
0.5024510174258943,0.7607386712294262,6
0.549799829124545,0.5312762339085741,10
0.6451143607795042,0.7143122101114945,4
0.5959270826085207,0.5177486348592414,7
0.7153182457511557,0.5645942195761847,9
0.42326524371119506,0.5959645650876065,5
0.5872320636720678,0.4077327167274754,7
0.5183342005738352,0.41774618357146287,8
0.7189802933217673,0.5149291121252254,10
0.4191701714644849,0.7323815027880598,2
0.4160278157819224,0.576058292829861,4
0.44006073545559776,0.6915290745303695,6
0.28761042756901933,0.4355075488513062,3
0.4474244978319239,0.6359881043638262,5
0.4240867338446302,0.6439983752347378,2
0.5150393786476207,0.5040111309155545,9
0.5341755975777159,0.786189635526259,5
0.6876170839215886,0.47433082454742304,2
0.595042383818605,0.5757146709060513,4
0.4423096344337597,0.8455175133828883,2
0.4101585328651642,0.5048538960256308,8
0.5491919171506505,0.5378714871215257,5
0.36797667929793576,0.6155501174561824,6
0.6831458765854354,0.46724322227796733,4
0.6179440120721287,0.6516669656878871,9
0.45308243478952953,0.4219290604550975,7
0.3286865470909123,0.6000964871371162,2
0.6353872374165412,0.7446553497929636,3
0.4885460154747382,0.6640578076237387,2
0.6237816311973462,0.5959002184201121,8
0.34055723412056327,0.5678334331413348,2
0.4400624977046227,0.5915143773822304,1
0.5005243699718183,0.5712732086172675,7
0.5046980593764742,0.6397921389076027,5
0.45499345285207565,0.6644800502060978,8
0.5622849932347499,0.6143534025673771,2
0.3932379570617406,0.6700920334690633,10
0.48576205149787066,0.6513887527704664,8
0.5120295631711899,0.4753877646240553,1
0.5514438834058749,0.366460382118524,5
0.571161487808889,0.6172404584238835,10
0.3875357908162131,0.5549734306312399,9
0.3465885829264378,0.6202826392474327,8
0.6277676821898509,0.7671852038951708,5
0.5332314011979592,0.5731890396720386,7
0.42515134634434465,0.631073266799038,6
0.6551151975522523,0.5154562293791766,1
0.5115674634292858,0.6491754772769844,2
0.6179297184063827,0.5218705847369995,4
0.5067518481410109,0.7000824275123835,4
0.7060747924881987,0.6122833462573516,10
0.6755340842443205,0.5854265513800859,1
0.47510358515209267,0.4362309635891398,8
0.5971570950954356,0.4627013877475501,2
0.5645375949585147,0.6580017257871339,1
0.6368631557532349,0.7163089446728714,2
0.40350765394198956,0.6241492299389044,5
0.5686051459998439,0.5772188539571764,10
0.6058424486849587,0.6048328919354543,6
0.32412605135768857,0.5856764399489358,7
0.3816741487334225,0.5296680749353987,8
0.2960767822239899,0.46488798737587367,1
0.47305931655554423,0.46585657924117263,10
0.5717542255795962,0.5312830416514053,1
0.6502357052096028,0.6092499553009579,3
0.5074094780419776,0.46712966384963606,4
0.6628615545571293,0.5926763425460688,7
0.3619898541785108,0.5248924727215283,8
0.32966175606448456,0.43286475693198523,9
0.49444523011033814,0.535768873283738,7
0.5384065448939307,0.623671988177873,9
0.4967305251905907,0.5369077639704973,5
0.2932557899960123,0.7477415593143337,7
0.49108799604872116,0.6623632113504425,8
0.36955304994951466,0.7054492228373496,6
0.5669672548830038,0.9106469621470589,5
0.5366598246096849,0.5427858356234324,10
0.40601202136726444,0.45666657685396495,2
0.4486133082663306,0.5215110364210246,7
0.39407864781110485,0.6066391941015059,2
0.49373209027268283,0.639225894811658,10
0.5955142320501239,0.6185360354252467,4
0.4014273953664456,0.5552700581544183,10
0.5504046515517844,0.6413281622810332,1
0.44697423816275594,0.7141851043526538,1
0.4207127167737656,0.5247327478310615,10
0.4892969640045442,0.5069893278358009,10
0.3964757677580626,0.796422479690571,9
0.4446350694652818,0.4874423975597887,9
0.38021221074111516,0.6846936141715083,3
0.696472513291639,0.580331939903303,3
0.5035263551971728,0.7485921697117168,3
0.43002744920074143,0.57105361905266,3
0.5213979910734222,0.6397501573861958,8
0.48876719503091703,0.46866017316035374,4
0.4779030400466777,0.5321878155984213,6
0.5614166700043425,0.6246288141929293,5
0.5757507710047305,0.5333642931103971,8
0.44694988523894724,0.47140753130727386,5
0.442418175935532,0.8124359644540493,7
0.4724948302848356,0.5979815627895912,2
0.26980788352644147,0.7145966125376436,3
0.3484808937801448,0.7906806412208656,5
0.6366874267444524,0.547728391238803,3
0.6644967713501284,0.5914682712890479,10
0.47509639604436216,0.6076908598602784,3
0.5576556963055767,0.6471284267641965,1
0.5311250154543536,0.7117015947951787,7
0.8078880808455238,0.6976046740990771,8
0.6119574911434577,0.6719587894973069,1
0.4872082408519233,0.5678671336082326,9
0.4044459559399574,0.5991978713161727,2
0.3393553679742427,0.47467301163923536,5
0.5203463635867223,0.6712555107271327,3
0.4243649254715697,0.8311131489789284,7
0.3577746290402326,0.6262242280198056,3
0.43534271157574733,0.7396996746745954,3
0.3918451996385605,0.6838182181170289,9
0.6687141635072564,0.5455149580030465,9
0.588163975694945,0.5115090009947283,1
0.49920273586833824,0.486195782922365,10
0.6479944138890026,0.6120860786986743,6
0.5077368307647618,0.6556495747995065,5
0.4138715798671736,0.6608784512010306,7
0.6523124077269657,0.486384603812407,1
0.5538910043684658,0.7233222385559058,2
0.39627538456735434,0.5445717655652413,9
0.4809661321916392,0.6123104034823487,7
0.41243817466152427,0.535747909887071,7
0.3617200269035664,0.481696747127338,7
0.5926177547531641,0.4739486006287652,1
0.6909416640470131,0.671088262841001,6
0.36014324261808583,0.5989355345042684,4
0.5562969236690571,0.48999617685956,3
0.4349357430878173,0.5379228241046945,3
0.4512874616235304,0.7423245700071073,6
0.4407606075761131,0.6881756049716644,2
0.4136009230320184,0.6613732110421284,3
0.5048521627944828,0.8110171786224464,5
0.4169049883588962,0.7502869237601946,7
0.5270456825779839,0.6036121221413785,4
0.4949761890550863,0.5457231154026922,7
0.47610519531335904,0.858512433616138,8
0.4092436337958402,0.7205802869695519,2
0.4423228669431667,0.545495534135667,1
0.5755391225825757,0.46686684602714923,7
0.5500917187624381,0.37534035636994456,9
0.40224447552014486,0.4720439055147968,3
0.5099332305429226,0.5518797344527728,8
0.575138712337179,0.7339004932293335,4
0.3330594718878628,0.6989666142390407,1
0.5543360192379935,0.6268455978592662,8
0.43373762410541533,0.6615370148094522,8
0.557059866859316,0.5218705893179558,9
0.4236740843457483,0.46923628576286175,5
0.3195117899335481,0.5768818545073864,10
0.33724575621168373,0.698758113560885,5
0.5048084946661382,0.60453273505698,2
0.5259722501721482,0.6709275168469002,8
0.4095683374895591,0.6036726703674741,8
0.5638592458777374,0.4701988066527215,4
0.33384799377310403,0.6287868336230873,5
0.49339202013526834,0.5615825922008024,9
0.3788983800237543,0.7084504855954845,2
0.43481638921978405,0.4419430198404395,3
0.5047398671316414,0.7532304057819446,7
0.41395866347160476,0.47674762908335616,8
0.46154444557701746,0.571688096150686,6
0.6006292809214441,0.45155210727879447,9
0.4423108130476851,0.7014467847861228,7
0.5835692112065142,0.48855070812985424,7
0.38702931453423817,0.545602717348846,7
0.5529804177915283,0.7038939790940638,4
0.64415686206579,0.5491128350078766,9
0.2528355499872711,0.5922414212426186,6
0.42031047445295233,0.6584231487258584,2
0.557707212718054,0.6352088779397592,8
0.47969546139570074,0.6213961790730466,6
0.5371145873371309,0.5415783100244715,3
0.4396014813284179,0.560677169117708,10
0.5086589787472899,0.6435321824869139,10
0.48443227646079207,0.5713739939879563,10
0.6167782061659808,0.6254904871811231,5
0.5254420843301213,0.40796627282352094,9
0.5337602662075203,0.5972681467027022,9
0.45881230338775325,0.6533337833429511,3
0.4512393775927506,0.6662842729729139,7
0.4567441812180379,0.5790114638434795,8
0.5394452142378297,0.6319173957979263,7
0.4579015519179737,0.5396235879473946,6
0.5289774856896413,0.7413919465985581,6
0.7075400798645439,0.5659250253574399,2
0.5871124703431693,0.7275257559623187,8
0.4673976467832159,0.5889968717809351,8
0.6201213922163945,0.4836852881148053,2
0.45919246269784486,0.5766610180820927,7
0.29618754648221457,0.5002432972730553,8
0.39919136890825957,0.5726532617186323,9
0.3129208078974144,0.4971496250177633,2
0.46484865159586913,0.5771839249331084,6
0.5018418379189552,0.6983644067448025,4
0.6676437312275283,0.7431554032503352,8
0.5326927373764163,0.5385766998545419,5
0.47808994711911357,0.6724336714802687,4
0.5829405581183489,0.7519462970098989,4
0.27888646909921144,0.4836434539285961,3
0.5235614558108566,0.4287166475422466,3
0.5770865193886967,0.4618002253925495,1
0.35214137542201585,0.5952324095548063,6
0.6143754043206929,0.3824837753971445,4
0.5338496407494414,0.7147743206181524,6
0.45847120860991986,0.37663042260231616,7
0.5632781866106285,0.5990404786099987,10
0.7270692857804396,0.6320528682969502,5
0.5181866255058495,0.6691781723567556,6
0.5248220586300336,0.7129201012530325,8
0.45406391004597557,0.7640781080289019,7
0.41501556305352083,0.6392602523143079,7
0.5830335816544245,0.5406197828316553,4
0.4143916174091133,0.6188565850226404,5
0.5071566237219393,0.639671813364679,2
0.4522342553234883,0.6240604509668373,6
0.5478979825746392,0.5522441465763335,8
0.5333662105286948,0.720795758796346,9
0.6037539944257899,0.5611492369725115,3
0.4489983601145253,0.5881044750172523,4
0.4730125064706629,0.5159322799223193,10
0.40212362842176924,0.6927436351700043,10
0.4555706739923888,0.8194544411749882,9
0.5377300493044852,0.7200468705580091,7
0.5756988616645352,0.49264702757620793,8
0.40778346758223744,0.5191953450035504,8
0.586960592010566,0.4439121511881017,9
0.6355637858804951,0.6305228194572345,10
0.5413434903223701,0.648134590156748,5
0.6876795812558066,0.5324895718283394,10
0.4226210800896427,0.5446956854389258,6
0.3755345296688583,0.40975252308286375,6
0.32212797510957214,0.5887682939192279,5
0.6496044311489183,0.5303445244903463,4
0.5654365656354058,0.531250858518678,1
0.4944415329089545,0.8288741082201964,4
0.527996862631982,0.6667618825467791,2
0.38745109527016236,0.5971590290692714,8
0.7445751979616826,0.6223799894843933,5
0.5129221181975228,0.5496256823951027,10
0.5109394794604893,0.6968884845376708,9
0.5725766623898692,0.5726650822887945,5
0.5481009231736713,0.4914138130215678,1
0.5223884024279132,0.7630704170970166,8
0.4209525544554688,0.5212902083447809,10
0.5471468357135996,0.8051639791643826,9
0.6882024496475034,0.6907367778953596,4
0.6345420046154978,0.667984408060857,7
0.6593186626639397,0.5039319469576476,3
0.44887843235688146,0.7470618104805595,8
0.4010395179741419,0.8391405942653591,5
0.4874213079900352,0.4985924145775505,10
0.5055724912288695,0.5918318961278658,9
0.6094191518470948,0.5103216519970677,7
0.33075353702851806,0.5655357023846272,6
0.6529550319460614,0.5829299530546658,6
0.48419921014210104,0.7295106440591631,2
0.457311893005258,0.45758338057254583,7
0.39878956247398323,0.6719690260475094,9
0.334514332813423,0.6759234888924355,1
0.5823170583961914,0.508344408570128,4
0.5073317967188404,0.6023916892043071,10
0.3710039100258946,0.5426449941738494,9
0.3704921227936384,0.6122248351545441,4
0.4664215300709872,0.7849800089062164,4
0.6669021525289394,0.5127873933972544,9
0.4740408648636395,0.6297051078871538,4
0.3496857046881894,0.5079373367364982,2
0.4754256935914056,0.6725962085484559,10
0.47272764302523296,0.6321578644632422,8
0.23031133570584283,0.659515033230919,9
0.4945705133482188,0.5472091978684364,1
0.4769065469791322,0.4858928554543156,9
0.5696206364813419,0.44107340695963726,9
0.6848956094945345,0.6009425920236645,4
0.6126565029547757,0.653712838896934,5
0.47311113094451696,0.6395152210647748,2
0.389347409125833,0.6736046751982616,5
0.7573359803249861,0.546106240320792,8
0.5059218434014489,0.5904459736439406,7
0.5013929291912946,0.3654227570499867,10
0.49758749128899965,0.5863503990540158,10
0.5198084760767855,0.7740718981986888,10
0.4855639588076058,0.6185656458383169,6
0.4426337993119764,0.8001779509520167,10
0.44531410587596076,0.6434865522507404,1
0.4967246729784002,0.6998095249078777,7
0.4456575228866235,0.6712394603037359,5
0.42871542173228355,0.6833605981624169,5
0.5106430227691897,0.6327916353061289,2
0.47450227825791447,0.6852832050799759,5
0.6503992988582689,0.5492014971128564,3
0.23490301916069878,0.7341229831073468,9
0.6091506851922461,0.7558699138533803,10
0.6246085192497629,0.639490609079538,1
0.292660976759185,0.5640028025394944,7
0.46573124059196513,0.47936702507786416,5
0.46285591340042087,0.6383935983927919,3
0.3592488305282179,0.5980717130421284,4
0.42221833124091246,0.535399974167358,10
0.3889424154534171,0.501599313069063,7
0.6752270443423622,0.4948085692121749,5
0.5935678393147461,0.6061855699032854,5
0.6271555094994159,0.6483284603395786,8
0.5721672064043235,0.6523202108224196,2
0.38709482287827707,0.9208728197384001,4
0.4475479733720226,0.6728220353669377,4
0.5489374561227918,0.7112539313920918,3
0.3777872191108055,0.6005719145709629,5
0.5712998430172388,0.46092732986844753,1
0.4759674601841865,0.5578103134739886,2
0.46251791924504027,0.7790107056245046,5
0.5710959968203492,0.5174063307764404,8
0.544426331148604,0.6082889386715334,5
0.463903383418092,0.6048828410903884,8
0.6159329803364249,0.7544752511980582,3
0.3918936672400103,0.654557581538523,3
0.5615935606944263,0.6610398526557955,4
0.5593101257968384,0.5854270501175695,8
0.469045356068601,0.37643058267675167,6
0.5326133022242118,0.5608416863742344,1
0.3748886423614697,0.5979077845791844,4
0.5924027019206901,0.6172653586996986,3
0.4815097863557011,0.5319385290415424,2
0.447727697948096,0.45928170240275107,5
0.604900922583689,0.6767319309281962,4
0.4295656309457241,0.5680509127040618,4
